#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
PNFGHFNJ_14575	1	273	20	273	100	6.61172	36.7	54.2
PNFGHFNJ_14576	1	129	10	129	100	6.18605	36.7	60
PNFGHFNJ_14577	1	234	10	234	100	5.46154	37.8	60
PNFGHFNJ_14578	1	339	18	339	100	4.84366	36.4	54.7
PNFGHFNJ_14579	1	243	10	243	100	5.76132	37.5	60
PNFGHFNJ_14580	1	138	8	138	100	2.72464	38.3	59.5
PNFGHFNJ_14581	1	294	10	294	100	4.42177	37	60
PNFGHFNJ_14582	1	126	8	126	100	2.8254	35.7	59
PNFGHFNJ_14583	1	312	22	312	100	5.35897	36.7	46.5
PNFGHFNJ_14584	1	93	4	93	100	3.69892	38.1	60
PNFGHFNJ_14585	1	180	20	180	100	5.32222	37	44.6
PNFGHFNJ_14586	1	213	6	213	100	3.26761	37.5	56.7
PNFGHFNJ_14587	1	258	14	258	100	4.09302	36.5	50
PNFGHFNJ_14588	1	141	6	141	100	2.86525	37.9	60
PNFGHFNJ_14589	1	162	8	162	100	2.81481	36.2	58.2
PNFGHFNJ_14590	1	90	6	90	100	4.86667	37.5	34.3
PNFGHFNJ_14591	1	213	14	213	100	3.44601	35.5	47.1
PNFGHFNJ_14592	1	231	7	231	100	3.48052	37.6	57.1
PNFGHFNJ_14593	1	186	9	186	100	3.12903	36.9	41.3
PNFGHFNJ_14594	1	255	4	255	100	1.66667	37.1	50
PNFGHFNJ_14595	1	189	2	189	100	1.43386	36	60
PNFGHFNJ_14596	1	270	153	270	100	13.0185	37.6	21.7
PNFGHFNJ_14597	1	126	22	126	100	15.3016	35.8	58.2
PNFGHFNJ_14598	1	213	22	213	100	8.84507	37.1	59.3
PNFGHFNJ_14599	1	294	26	294	100	7.59864	38.1	55.8
PNFGHFNJ_14600	1	108	38	108	100	10.5741	36.4	42.8
PNFGHFNJ_14601	1	207	12	207	100	6.55072	36.4	60
PNFGHFNJ_14602	1	201	14	201	100	5.41294	38.3	60
PNFGHFNJ_14603	1	105	8	105	100	4.05714	38	60
PNFGHFNJ_14604	1	123	8	123	100	7.98374	37.9	60
PNFGHFNJ_14605	1	165	22	165	100	8.23636	34	51.9
PNFGHFNJ_14606	1	216	14	216	100	5.73148	37.1	60
PNFGHFNJ_14607	1	198	10	198	100	5.83838	36.2	56
PNFGHFNJ_14608	1	207	16	207	100	4.80193	35.3	55.8
PNFGHFNJ_14609	1	207	9	207	100	4.44444	37	60
PNFGHFNJ_14610	1	207	25	207	100	8.89372	36.8	57.8
PNFGHFNJ_14611	1	225	33	225	100	5.53333	35.2	39.5
PNFGHFNJ_14612	1	306	32	306	100	5.9085	37.3	50.1
PNFGHFNJ_14613	1	207	10	207	100	3.55556	37.1	54.4
PNFGHFNJ_14614	1	123	4	123	100	3.69106	37.9	60
PNFGHFNJ_14615	1	240	11	240	100	4.73333	35.8	60
PNFGHFNJ_14616	1	246	7	246	100	3.2561	38.2	58
PNFGHFNJ_14617	1	201	5	201	100	2.73632	36.5	57.2
PNFGHFNJ_14618	1	186	10	186	100	2.79032	37.3	60
PNFGHFNJ_14619	1	234	6	234	100	4.32051	38.3	60
PNFGHFNJ_14620	1	201	3	201	100	1.9005	34.9	60
PNFGHFNJ_14621	1	243	3	243	100	2.14815	37.8	60
PNFGHFNJ_14622	1	294	5	294	100	1.58163	36.8	52
PNFGHFNJ_14623	1	126	1	126	100	1.46825	33.6	60
PNFGHFNJ_14624	1	252	8	252	100	2.13492	37.4	52.5
PNFGHFNJ_14625	1	324	26	324	100	3.62346	34.5	46.1
PNFGHFNJ_14626	1	306	32	306	100	13.415	35.9	60
PNFGHFNJ_14627	1	120	11	120	100	11.4	36	60
PNFGHFNJ_14628	1	273	23	273	100	8.65201	36.1	58.3
PNFGHFNJ_14629	1	192	18	192	100	8.94792	37.6	60
PNFGHFNJ_14630	1	132	6	132	100	5.81818	37.6	60
PNFGHFNJ_14631	1	156	18	156	100	8.60256	36.1	53.8
PNFGHFNJ_14632	1	273	22	273	100	7.23077	38.1	58.2
PNFGHFNJ_14633	1	228	36	228	100	11.1754	37	47.2
PNFGHFNJ_14634	1	189	16	189	100	7.50265	36.7	59.8
PNFGHFNJ_14635	1	297	17	297	100	6.49158	37.5	60
PNFGHFNJ_14636	1	204	18	204	100	6.59314	35.5	54.6
PNFGHFNJ_14637	1	321	32	321	100	7.78505	36.4	52.9
PNFGHFNJ_14638	1	210	14	210	100	5.84762	36.3	60
PNFGHFNJ_14639	1	150	12	150	100	6.14667	37	49.8
PNFGHFNJ_14640	1	135	14	135	100	5.4963	37.7	59
PNFGHFNJ_14641	1	342	41	342	100	7.30117	37.5	52.9
PNFGHFNJ_14642	1	333	12	333	100	4.93694	35.8	60
PNFGHFNJ_14643	1	120	18	120	100	8.05833	36.6	53.3
PNFGHFNJ_14644	1	294	18	294	100	5.06463	36.9	56.2
PNFGHFNJ_14645	1	135	11	135	100	7.57037	36.2	60
PNFGHFNJ_14646	1	111	6	111	100	4.82883	37.6	60
PNFGHFNJ_14647	1	189	22	189	100	4.65079	35.6	47.8
PNFGHFNJ_14648	1	141	8	141	100	4.17021	35.6	58
PNFGHFNJ_14649	1	159	4	159	100	3.54717	38.1	60
PNFGHFNJ_14650	1	195	8	195	100	4.1641	36.6	60
PNFGHFNJ_14651	1	123	2	123	100	2.57724	37	60
PNFGHFNJ_14652	1	252	6	252	100	3.13492	37.8	60
PNFGHFNJ_14653	1	291	8	291	100	3.42955	37.7	58.2
PNFGHFNJ_14654	1	231	24	231	100	4.33766	36.1	51.9
PNFGHFNJ_14655	1	129	22	129	100	6.75194	36.8	48.2
PNFGHFNJ_14656	1	210	21	210	100	5.72857	36.5	41
PNFGHFNJ_14657	1	195	2	195	100	2.25128	38.1	60
PNFGHFNJ_14658	1	264	8	264	100	3.23106	36.3	55
PNFGHFNJ_14659	1	105	10	105	100	4.20952	37.1	60
PNFGHFNJ_14660	1	246	3	246	100	2.41463	36.7	60
PNFGHFNJ_14661	1	123	2	123	100	1.30081	38.2	53
PNFGHFNJ_14662	1	159	18	159	100	1.84906	35	59.2
PNFGHFNJ_14663	1	150	11	150	100	13.6067	36	60
PNFGHFNJ_14664	1	183	16	183	100	5.1694	37.1	57.5
PNFGHFNJ_14665	1	165	33	165	100	15.3212	36.5	45.3
PNFGHFNJ_14666	1	291	17	291	100	7.2543	35.5	57.6
PNFGHFNJ_14667	1	177	24	177	100	11.1751	37.8	60
PNFGHFNJ_14668	1	225	33	225	100	6.83556	36.6	55
PNFGHFNJ_14669	1	261	11	261	100	7.0613	36.5	56.4
PNFGHFNJ_14670	1	240	10	240	100	6.50833	37.7	60
PNFGHFNJ_14671	1	102	10	102	100	5.7451	37	56
PNFGHFNJ_14672	1	246	28	246	100	7.33333	37.4	55.7
PNFGHFNJ_14673	1	144	7	144	100	10.4861	37.8	52
PNFGHFNJ_14674	1	108	5	108	100	1.77778	35.8	56
PNFGHFNJ_14675	1	300	28	300	100	7.82	36.3	55.7
PNFGHFNJ_14676	1	135	1	135	100	5.55556	36.7	0
PNFGHFNJ_14677	1	129	6	129	100	3.1938	35.3	50
PNFGHFNJ_14678	1	105	11	105	100	3.44762	37.3	55.1
PNFGHFNJ_14679	1	186	6	186	100	4.08602	36.9	53
PNFGHFNJ_14680	1	138	14	138	100	6.73913	37.8	57.1
PNFGHFNJ_14681	1	156	12	156	100	6.19231	38.2	54
PNFGHFNJ_14682	1	303	21	303	100	6.84818	37.6	56.9
PNFGHFNJ_14683	1	90	2	90	100	2	36.4	60
PNFGHFNJ_14684	1	267	10	267	100	4.17228	37.2	60
PNFGHFNJ_14685	1	132	6	132	100	3.30303	37.7	57.3
PNFGHFNJ_14686	1	321	18	321	100	5.28349	37.7	57.8
PNFGHFNJ_14687	1	228	16	228	100	5.2193	37.2	43.8
PNFGHFNJ_14688	1	96	4	96	100	2	36.3	60
PNFGHFNJ_14689	1	129	9	129	100	5.55814	35.9	60
PNFGHFNJ_14690	1	174	8	174	100	4.96552	35.6	55
PNFGHFNJ_14691	1	300	9	300	100	2.94	38.2	56.9
PNFGHFNJ_14692	1	171	3	171	100	3.76023	38	60
PNFGHFNJ_14693	1	288	8	288	100	3.29167	37.8	57.5
PNFGHFNJ_14694	1	273	8	273	100	2.40659	36.5	57.5
PNFGHFNJ_14695	1	237	4	237	100	2.61603	37.7	60
PNFGHFNJ_14696	1	183	3	183	100	2.29508	38	60
PNFGHFNJ_14697	1	270	8	270	100	2.9	35.5	55
PNFGHFNJ_14698	1	168	2	168	100	1.80357	33.9	60
PNFGHFNJ_14699	1	213	2	213	100	1.48826	34	40.5
PNFGHFNJ_14700	1	129	9	129	100	1.70543	36.1	55.7
PNFGHFNJ_14701	1	174	27	174	100	13.2644	36	51.7
PNFGHFNJ_14702	1	252	26	252	100	9.83333	37.5	60
PNFGHFNJ_14703	1	156	14	156	100	7.10256	36.4	60
PNFGHFNJ_14704	1	168	26	168	100	10.4226	36.6	51.4
PNFGHFNJ_14705	1	117	18	117	100	9.91453	36.4	50.2
PNFGHFNJ_14706	1	285	16	285	100	5.65614	38.3	60
PNFGHFNJ_14707	1	120	14	120	100	4.48333	37.4	60
PNFGHFNJ_14708	1	141	11	141	100	10.3404	37	60
PNFGHFNJ_14709	1	261	36	261	100	9.4023	36.3	51.4
PNFGHFNJ_14710	1	228	22	228	100	8.99123	37.6	53.5
PNFGHFNJ_14711	1	330	44	330	100	8.27879	36.5	49.5
PNFGHFNJ_14712	1	294	14	294	100	5.70068	38.1	60
PNFGHFNJ_14713	1	318	36	318	100	7.98113	36.9	49.1
PNFGHFNJ_14714	1	195	15	195	100	7.01026	35.8	54.7
PNFGHFNJ_14715	1	195	15	195	100	9.10256	35.6	60
PNFGHFNJ_14716	1	156	1	156	100	2	37.6	60
PNFGHFNJ_14717	1	222	17	222	100	5.95495	35.9	60
PNFGHFNJ_14718	1	222	10	222	100	3.71171	35.6	60
PNFGHFNJ_14719	1	234	12	234	100	4.99145	37.1	54.3
PNFGHFNJ_14720	1	315	10	315	100	3.82857	38.2	56
PNFGHFNJ_14721	1	129	4	129	100	2.68217	37.4	60
PNFGHFNJ_14722	1	327	38	327	100	5.65138	35.7	39
PNFGHFNJ_14723	1	123	1	123	100	2	36.8	40
PNFGHFNJ_14724	1	342	21	342	100	3.81287	33.7	47.7
PNFGHFNJ_14725	1	201	8	201	100	3.59204	36.9	56.2
PNFGHFNJ_14726	1	180	10	180	100	3.11667	34.6	53
PNFGHFNJ_14727	1	153	7	153	100	3.4902	36.1	54.3
PNFGHFNJ_14728	1	237	8	237	100	3.2616	36.7	60
PNFGHFNJ_14729	1	171	8	171	100	3.68421	37.5	60
PNFGHFNJ_14730	1	261	5	261	100	2.77395	36.9	60
PNFGHFNJ_14731	1	180	6	180	100	3.04444	37	60
PNFGHFNJ_14732	1	213	2	213	100	1.56338	37.1	60
PNFGHFNJ_14733	1	234	2	234	100	1.55556	33.4	50
PNFGHFNJ_14734	1	174	11	174	100	2.97126	36	51.6
PNFGHFNJ_14735	1	285	24	285	100	8.96842	37.2	58.3
PNFGHFNJ_14736	1	195	28	195	100	7.56923	37	57.1
PNFGHFNJ_14737	1	102	8	102	100	8.76471	37	60
PNFGHFNJ_14738	1	156	26	156	100	8.91026	36.3	49.5
PNFGHFNJ_14739	1	234	22	234	100	6.71795	36.8	60
PNFGHFNJ_14740	1	351	14	351	100	6.26781	37.4	57.1
PNFGHFNJ_14741	1	138	6	138	100	3.56522	34.6	60
PNFGHFNJ_14742	1	234	16	234	100	5.4359	38	57.5
PNFGHFNJ_14743	1	261	43	261	100	10.7471	35.8	42.2
PNFGHFNJ_14744	1	213	16	213	100	6.55399	37.7	60
PNFGHFNJ_14745	1	165	12	165	100	5.96364	35.5	60
PNFGHFNJ_14746	1	267	42	267	100	9.30337	36.8	37.5
PNFGHFNJ_14747	1	261	36	261	100	8.43678	35.9	50.3
PNFGHFNJ_14748	1	99	4	99	100	9.07071	36.2	60
PNFGHFNJ_14749	1	141	10	141	100	4.87234	35.9	55.2
PNFGHFNJ_14750	1	108	8	108	100	2.88889	33.9	55
PNFGHFNJ_14751	1	198	11	198	100	3.60606	38.3	58.2
PNFGHFNJ_14752	1	186	4	186	100	3.13441	37.2	60
PNFGHFNJ_14753	1	288	20	288	100	6.29861	37.1	49.5
PNFGHFNJ_14754	1	216	726	216	100	89.8704	38.1	10.7
PNFGHFNJ_14755	1	105	84	35	33.3333	20.3619	38	3.57
PNFGHFNJ_14756	1	144	4	144	100	4.51389	38.6	60
PNFGHFNJ_14757	1	168	4	168	100	2	38.6	60
PNFGHFNJ_14758	1	171	18	171	100	5.83626	37	48.9
PNFGHFNJ_14759	1	249	10	249	100	4.68273	37.3	60
PNFGHFNJ_14760	1	306	26	306	100	5.16993	37	47.7
PNFGHFNJ_14761	1	135	10	135	100	7.94074	36.1	56
PNFGHFNJ_14762	1	237	14	237	100	5.07173	37.2	56
PNFGHFNJ_14763	1	135	26	135	100	7.77778	35.8	41.5
PNFGHFNJ_14764	1	288	11	288	100	3.46528	37.2	57.5
PNFGHFNJ_14765	1	201	7	201	100	3.42289	36.7	60
PNFGHFNJ_14766	1	258	18	258	100	4.6124	38.1	51.1
PNFGHFNJ_14767	1	258	24	258	100	4.80233	36.6	44.2
PNFGHFNJ_14768	1	150	14	150	100	5.96	37.3	50.7
PNFGHFNJ_14769	1	237	10	237	100	3.83122	37.5	60
PNFGHFNJ_14770	1	240	8	240	100	3.74167	36.9	57.5
PNFGHFNJ_14771	1	195	14	195	100	4.72821	36.6	48.9
PNFGHFNJ_14772	1	252	634	252	100	62.6548	38.1	22.8
PNFGHFNJ_14773	1	117	4	117	100	4.11966	37.4	60
PNFGHFNJ_14774	1	183	14	183	100	6.27322	38	55.1
PNFGHFNJ_14775	1	237	4	237	100	2.24473	37.7	60
PNFGHFNJ_14776	1	153	4	153	100	3.13725	37.8	55
PNFGHFNJ_14777	1	162	15	162	100	4.33333	37.6	52.3
PNFGHFNJ_14778	1	180	8	180	100	2.65	36.6	50
PNFGHFNJ_14779	1	216	2	216	100	1.63426	37	60
PNFGHFNJ_14780	1	345	3	345	100	1.69565	38.8	60
PNFGHFNJ_14781	1	216	2	216	100	1.52315	34.5	60
PNFGHFNJ_14782	1	162	3	162	100	1.30864	31.3	59.3
PNFGHFNJ_14783	1	156	16	156	100	5.03846	37	59.9
PNFGHFNJ_14784	1	216	28	216	100	10.0093	35.1	57.1
PNFGHFNJ_14785	1	180	12	180	100	9.08889	36.4	60
PNFGHFNJ_14786	1	264	18	264	100	5.95455	37.4	57.3
PNFGHFNJ_14787	1	282	67	282	100	9.69504	37.1	47.3
PNFGHFNJ_14788	1	132	6	132	100	6.37121	36.3	60
PNFGHFNJ_14789	1	198	12	198	100	6.82828	37.9	60
PNFGHFNJ_14790	1	240	36	240	100	7.46667	36.6	54.4
PNFGHFNJ_14791	1	231	10	231	100	6.64935	37.6	60
PNFGHFNJ_14792	1	123	8	123	100	6.22764	37.6	60
PNFGHFNJ_14793	1	213	15	213	100	5.84038	37.9	56
PNFGHFNJ_14794	1	288	29	288	100	7.73958	36	57.8
PNFGHFNJ_14795	1	186	32	186	100	16.5484	37	60
PNFGHFNJ_14796	1	153	8	153	100	5.21569	37	60
PNFGHFNJ_14797	1	246	11	246	100	4.03659	37.1	53.3
PNFGHFNJ_14798	1	132	23	132	100	7.57576	36.5	42.8
PNFGHFNJ_14799	1	315	47	315	100	7.96508	37	50.4
PNFGHFNJ_14800	1	336	38	336	100	7.10119	37.7	56.3
PNFGHFNJ_14801	1	204	14	204	100	4.66667	37.3	54.9
PNFGHFNJ_14802	1	216	12	216	100	4.2963	37.2	58.8
PNFGHFNJ_14803	1	186	14	186	100	4.73118	37.8	39.3
PNFGHFNJ_14804	1	168	10	168	100	3.7619	35.7	55.2
PNFGHFNJ_14805	1	201	4	201	100	3.22388	35.8	60
PNFGHFNJ_14806	1	96	8	96	100	3.16667	36.1	60
PNFGHFNJ_14807	1	267	6	267	100	3.22097	37.5	60
PNFGHFNJ_14808	1	231	8	231	100	3.23377	37.3	55
PNFGHFNJ_14809	1	207	12	207	100	4.09662	35.9	56.7
PNFGHFNJ_14810	1	237	4	237	100	2.94515	38.4	45
PNFGHFNJ_14811	1	228	15	228	100	3.2807	36.9	38.1
PNFGHFNJ_14812	1	171	11	171	100	4.00585	36.4	49.3
PNFGHFNJ_14813	1	174	8	174	100	2.41954	36.2	60
PNFGHFNJ_14814	1	135	5	135	100	4.25185	37.2	52
PNFGHFNJ_14815	1	198	2	198	100	1.5202	35.8	60
PNFGHFNJ_14816	1	108	1	108	100	1	37.5	0
PNFGHFNJ_14817	1	243	37	243	100	4.38272	38.2	14.3
PNFGHFNJ_14818	1	96	6	96	100	1.875	38.4	56
PNFGHFNJ_14819	1	216	1	216	100	1.51389	36.3	60
PNFGHFNJ_14820	1	288	5	288	100	1.58681	34.3	52
PNFGHFNJ_14821	1	156	1	156	100	1.30769	35.6	46
PNFGHFNJ_14822	1	306	20	306	100	2.91176	35.5	40.7
PNFGHFNJ_14823	1	309	2	309	100	1.43366	34.3	60
PNFGHFNJ_14824	1	273	4	273	100	1.48718	34	50
PNFGHFNJ_14825	1	252	7	252	100	1.72222	34.7	54
PNFGHFNJ_14826	1	117	8	117	100	2.26496	36.2	54.8
PNFGHFNJ_14827	1	306	46	306	100	16.0458	37.7	60
PNFGHFNJ_14828	1	165	6	165	100	11.0061	37.7	60
PNFGHFNJ_14829	1	303	26	303	100	9.49175	37.1	57.7
PNFGHFNJ_14830	1	132	14	132	100	3.5	36.5	53.7
PNFGHFNJ_14831	1	150	11	150	100	6.2	34.8	60
PNFGHFNJ_14832	1	231	26	231	100	10	37.3	58.5
PNFGHFNJ_14833	1	279	24	279	100	6.21147	36.5	60
PNFGHFNJ_14834	1	267	29	267	100	11.6142	37.4	54.9
PNFGHFNJ_14835	1	150	8	150	100	4.97333	38.5	60
PNFGHFNJ_14836	1	315	13	315	100	4.93333	37.6	60
PNFGHFNJ_14837	1	189	10	189	100	7.49206	37.1	60
PNFGHFNJ_14838	1	228	8	228	100	5.21053	37.3	60
PNFGHFNJ_14839	1	312	26	312	100	7.15705	36.7	55.2
PNFGHFNJ_14840	1	189	32	189	100	7.92593	37	58.2
PNFGHFNJ_14841	1	252	12	252	100	6.69048	37.8	60
PNFGHFNJ_14842	1	300	18	300	100	6.36667	36.7	55.6
PNFGHFNJ_14843	1	297	18	297	100	5.99327	37.8	57.8
PNFGHFNJ_14844	1	324	10	324	100	4.2716	37.5	60
PNFGHFNJ_14845	1	297	40	297	100	6.3165	36.6	50.8
PNFGHFNJ_14846	1	210	16	210	100	5.85714	36.3	60
PNFGHFNJ_14847	1	207	6	207	100	5.53623	36.9	57.5
PNFGHFNJ_14848	1	177	14	177	100	3.64972	36.6	50.8
PNFGHFNJ_14849	1	96	14	96	100	5.22917	37.5	40.1
PNFGHFNJ_14850	1	183	8	183	100	3.53005	37.6	55
PNFGHFNJ_14851	1	210	12	210	100	4.35238	36.4	60
PNFGHFNJ_14852	1	333	16	333	100	4.07808	37.3	50
PNFGHFNJ_14853	1	207	8	207	100	3.21256	35.3	52.5
PNFGHFNJ_14854	1	225	6	225	100	2.73778	37.8	56.7
PNFGHFNJ_14855	1	156	8	156	100	2.51282	34.4	52.6
PNFGHFNJ_14856	1	120	6	120	100	5.81667	37.2	53.5
PNFGHFNJ_14857	1	147	18	147	100	6.13605	36.7	54.4
PNFGHFNJ_14858	1	234	8	234	100	3.21368	37.9	60
PNFGHFNJ_14859	1	138	14	138	100	4.17391	37.4	45.7
PNFGHFNJ_14860	1	138	8	138	100	3	37.8	50
PNFGHFNJ_14861	1	159	4	159	100	3.25786	36.9	55
PNFGHFNJ_14862	1	207	17	207	100	3.72947	37	50.8
PNFGHFNJ_14863	1	291	3	291	100	1.47766	35	60
PNFGHFNJ_14864	1	219	2	219	100	1.59817	37.8	60
PNFGHFNJ_14865	1	135	1	135	100	1.22963	33.1	60
PNFGHFNJ_14866	1	276	2	276	100	1.50362	37.3	60
PNFGHFNJ_14867	1	180	2	180	100	1.45	34.5	55
PNFGHFNJ_14868	1	198	8	198	100	2.44949	36.5	52
PNFGHFNJ_14869	1	255	10	255	100	2.09412	32.4	46.6
PNFGHFNJ_14870	1	177	9	177	100	1.48023	33.5	60
PNFGHFNJ_14871	1	186	6	186	100	7.8172	36.1	57.7
PNFGHFNJ_14872	1	339	26	339	100	7.68142	37.1	57.9
PNFGHFNJ_14873	1	111	10	111	100	7.26126	35.8	59.6
PNFGHFNJ_14874	1	192	20	192	100	8.96875	36.8	59
PNFGHFNJ_14875	1	165	30	165	100	7.69697	36.4	48.7
PNFGHFNJ_14876	1	144	8	144	100	8.5	37.8	60
PNFGHFNJ_14877	1	360	22	360	100	6.475	36.9	51.7
PNFGHFNJ_14878	1	168	22	168	100	6.02381	35.6	52
PNFGHFNJ_14879	1	99	29	99	100	17.7172	37.3	53.3
PNFGHFNJ_14880	1	240	19	240	100	7.72083	36.2	58.5
PNFGHFNJ_14881	1	159	5	159	100	5.57233	37.4	48
PNFGHFNJ_14882	1	303	23	303	100	6.62046	37.3	51.8
PNFGHFNJ_14883	1	243	30	243	100	8.107	36.1	46.7
PNFGHFNJ_14884	1	306	28	306	100	6.52288	36.1	54.5
PNFGHFNJ_14885	1	348	14	348	100	4.74138	36.7	55.3
PNFGHFNJ_14886	1	330	36	330	100	6.14545	34.8	49.4
PNFGHFNJ_14887	1	150	8	150	100	3.36667	35.3	57.5
PNFGHFNJ_14888	1	102	14	102	100	9.96078	38.1	55.1
PNFGHFNJ_14889	1	213	14	213	100	5.46948	36.7	52.3
PNFGHFNJ_14890	1	273	8	273	100	4.37729	36.7	60
PNFGHFNJ_14891	1	138	20	138	100	9	36.5	54
PNFGHFNJ_14892	1	198	29	198	100	7.76263	36.5	49.8
PNFGHFNJ_14893	1	210	8	210	100	4.4381	37.9	60
PNFGHFNJ_14894	1	210	12	210	100	5.73333	37.2	59.3
PNFGHFNJ_14895	1	144	6	144	100	5.09722	34.9	58.7
PNFGHFNJ_14896	1	126	8	126	100	4.61111	37.2	45
PNFGHFNJ_14897	1	195	15	195	100	4.14359	37.4	54.7
PNFGHFNJ_14898	1	150	3	150	100	4.95333	37.8	53.3
PNFGHFNJ_14899	1	168	10	168	100	3.48214	36.5	54
PNFGHFNJ_14900	1	228	7	228	100	2.7807	38.5	60
PNFGHFNJ_14901	1	234	9	234	100	3.66667	36.5	56.7
PNFGHFNJ_14902	1	174	11	174	100	3.52299	36.2	54.7
PNFGHFNJ_14903	1	102	6	102	100	3.4902	37.8	60
PNFGHFNJ_14904	1	120	2	120	100	3.56667	38.3	53
PNFGHFNJ_14905	1	153	7	153	100	2.5098	36.3	52.1
PNFGHFNJ_14906	1	105	11	105	100	6.6381	36.9	42.7
PNFGHFNJ_14907	1	123	2	123	100	2	35.1	60
PNFGHFNJ_14908	1	147	10	147	100	3.17007	36.9	32.6
PNFGHFNJ_14909	1	147	6	147	100	3.62585	37.7	60
PNFGHFNJ_14910	1	210	5	210	100	1.95714	36.4	60
PNFGHFNJ_14911	1	192	14	192	100	3.57292	36.1	53.3
PNFGHFNJ_14912	1	237	6	237	100	3.49367	38.5	53.3
PNFGHFNJ_14913	1	123	1	123	100	1.22764	37.4	60
PNFGHFNJ_14914	1	117	3	117	100	1.47009	35.5	60
PNFGHFNJ_14915	1	165	4	165	100	1.50303	38.1	60
PNFGHFNJ_14916	1	201	18	201	100	6.88557	38.3	60
PNFGHFNJ_14917	1	279	42	279	100	9.46237	37	57.5
PNFGHFNJ_14918	1	162	8	162	100	5.2963	37.7	59.5
PNFGHFNJ_14919	1	267	26	267	100	6.14981	37.1	51.2
PNFGHFNJ_14920	1	183	14	183	100	8.30601	37.5	55.1
PNFGHFNJ_14921	1	246	18	246	100	5.82114	36.8	54.2
PNFGHFNJ_14922	1	303	38	303	100	7.11551	36.8	41.4
PNFGHFNJ_14923	1	330	59	330	100	7.87879	34.5	40.2
PNFGHFNJ_14924	1	339	21	339	100	4.54867	35.4	44.7
PNFGHFNJ_14925	1	174	10	174	100	2.83908	36	58
PNFGHFNJ_14926	1	243	8	243	100	4.98354	36.5	60
PNFGHFNJ_14927	1	144	8	144	100	6.26389	37.8	48
PNFGHFNJ_14928	1	225	14	225	100	4.79111	37.5	56
PNFGHFNJ_14929	1	276	14	276	100	4.75362	37.7	60
PNFGHFNJ_14930	1	180	7	180	100	3.78889	38.3	60
PNFGHFNJ_14931	1	168	8	168	100	5.85119	37.2	60
PNFGHFNJ_14932	1	207	10	207	100	4.18357	37.8	56
PNFGHFNJ_14933	1	207	10	207	100	4.04831	37.1	60
PNFGHFNJ_14934	1	201	8	201	100	3.78109	37	55.1
PNFGHFNJ_14935	1	174	26	174	100	5.71264	36.3	48.7
PNFGHFNJ_14936	1	216	8	216	100	3.7963	38.2	60
PNFGHFNJ_14937	1	288	16	288	100	4.45139	37.9	54.1
PNFGHFNJ_14938	1	276	12	276	100	4.45652	36.9	50.3
PNFGHFNJ_14939	1	159	12	159	100	5.54717	38.3	57.3
PNFGHFNJ_14940	1	189	22	189	100	4.22751	37.3	53.1
PNFGHFNJ_14941	1	117	8	117	100	5.86325	37.1	60
PNFGHFNJ_14942	1	117	4	117	100	2.22222	38.3	60
PNFGHFNJ_14943	1	204	9	204	100	3.41667	35.4	49.6
PNFGHFNJ_14944	1	234	9	234	100	2.88034	33.4	53.3
PNFGHFNJ_14945	1	147	8	147	100	3.76871	36.2	56.5
PNFGHFNJ_14946	1	267	4	267	100	2.27341	37.5	58
PNFGHFNJ_14947	1	225	12	225	100	3.18222	35.6	49.2
PNFGHFNJ_14948	1	102	4	102	100	1.33333	34.8	60
PNFGHFNJ_14949	1	198	22	198	100	11.7576	38	59.9
PNFGHFNJ_14950	1	267	28	267	100	8.99625	35.9	58.5
PNFGHFNJ_14951	1	183	12	183	100	7.86885	36.9	57.7
PNFGHFNJ_14952	1	285	22	285	100	7.87368	36.3	60
PNFGHFNJ_14953	1	303	28	303	100	8.9934	36.2	57.1
PNFGHFNJ_14954	1	234	24	234	100	5.76068	36.9	57.3
PNFGHFNJ_14955	1	141	13	141	100	7.47518	35.9	56.9
PNFGHFNJ_14956	1	282	13	282	100	5.91844	35.2	52
PNFGHFNJ_14957	1	75	9	75	100	7.12	38.2	59.1
PNFGHFNJ_14958	1	171	15	171	100	4.54971	35.4	50.4
PNFGHFNJ_14959	1	174	15	174	100	5.82759	34.9	45.6
PNFGHFNJ_14960	1	198	14	198	100	4.19192	35.9	51.1
PNFGHFNJ_14961	1	210	14	210	100	6.0381	36.9	56
PNFGHFNJ_14962	1	117	6	117	100	3.4359	37.2	55.3
PNFGHFNJ_14963	1	165	12	165	100	5.91515	36.8	56.7
PNFGHFNJ_14964	1	111	6	111	100	3.24324	36.4	60
PNFGHFNJ_14965	1	213	14	213	100	4.92958	36.8	55.1
PNFGHFNJ_14966	1	189	8	189	100	5.01587	36.4	55
PNFGHFNJ_14967	1	174	12	174	100	5.2069	37.7	56.7
PNFGHFNJ_14968	1	333	20	333	100	4.69069	36.9	51.7
PNFGHFNJ_14969	1	240	8	240	100	4.04167	37.2	60
PNFGHFNJ_14970	1	159	8	159	100	4.37736	36.4	60
PNFGHFNJ_14971	1	249	8	249	100	4.34538	38	60
PNFGHFNJ_14972	1	162	16	162	100	5.28395	37.7	50
PNFGHFNJ_14973	1	246	8	246	100	3.6748	37.7	60
PNFGHFNJ_14974	1	234	28	234	100	5.28632	36.5	38.6
PNFGHFNJ_14975	1	201	8	201	100	3.9005	38	57.5
PNFGHFNJ_14976	1	147	16	147	100	6.10884	37.6	40.6
